#  MJD-58000 counts error  run
 635.80820  30.98   6.32 3
 635.80936  24.03   5.96 3
 635.81051  45.89   8.17 3
 635.81167  27.10   6.57 3
 635.81283  23.76   5.91 3
 635.81399  30.16   6.55 3
 635.81514  24.21   6.00 3
 635.81630  50.11   8.53 3
 635.81746  32.77   6.80 3
 635.81861  37.72   7.69 3
 635.81977  31.70   6.71 3
 635.82093  29.02   6.46 3
 635.82209  39.38   7.21 3
 635.82324  53.40   8.35 3
 635.82440  16.79   4.66 3
 635.82556  30.42   6.88 3
 635.82672  41.84   7.40 3
 635.82787  28.44   6.84 3
 635.82903  32.57   7.00 3
 635.83019  30.93   6.98 3
 635.83135  34.21   6.72 3
 635.83250  36.18   7.29 3
 635.83366  32.57   6.93 3
 635.83482  37.25   7.50 3
 635.83598  27.18   6.20 3
 635.83713  33.65   6.83 3
 635.83829  38.39   7.57 3
 635.83945  34.35   6.99 3
 635.84061  25.70   6.43 3
 635.84176  28.47   6.33 3
 635.84292  30.41   6.36 3
 635.84408  30.30   6.34 3
 635.84524  34.72   6.83 3
 635.84639  31.16   6.84 3
 635.84755  31.81   6.75 3
 635.84871  28.84   6.90 3
 635.84986  34.86   6.71 3
 635.85102  33.84   6.87 3
 635.85218  28.90   6.17 3
 635.85334  27.46   6.26 3
 635.85449  43.21   7.53 3
 635.85565  28.72   6.13 3
 635.85681  30.15   6.30 3
 635.85797  35.54   7.38 3
 635.85912  36.55   7.14 3
 635.86028  29.80   6.46 3
 635.86144  33.38   6.71 3
 635.86260  40.60   7.30 3
 635.86375  43.80   7.73 3
 635.86491  27.41   6.25 3
 635.86607  29.84   6.48 3
 635.86723  27.22   6.21 3
 635.86838  38.39   7.15 3
 635.86954  39.09   7.79 3
 635.87070  36.03   7.20 3
 635.87186  34.08   7.16 3
 635.87301  25.98   5.81 3
 635.87417  21.96   5.61 3
 635.87533  35.58   7.25 3
 635.87649  29.34   6.79 3
 635.87764  25.57   5.89 3
 635.87880  20.64   5.95 3
 635.87996  22.40   5.72 3
 635.88111  14.31   4.67 3
 635.88227  24.31   5.76 3
 635.88343  31.61   6.64 3
 635.88459  30.14   6.55 3
 635.88574  31.45   6.68 3
 635.88690  19.30   4.98 3
 635.88806  24.50   6.18 3
 635.88922  39.15   7.16 3
 635.89037  29.86   6.48 3
 635.89153  24.66   5.66 3
 635.89269  20.78   6.02 3
 635.89385  24.68   6.21 3
 635.89500  16.82   5.79 3
 635.89616  24.98   5.73 3
 635.89732  31.08   6.51 3
 635.89848  20.75   5.49 3
 635.89963  25.95   5.80 3
 635.90079  30.07   6.53 3
 635.90195  21.16   5.30 3
 635.90311  25.68   6.45 3
 635.90426  24.82   5.98 3
 635.90542  25.32   6.11 3
 635.90658  22.34   6.26 3
 635.90774  34.88   7.56 3
 635.90889  23.21   5.47 3
 635.91005  19.52   5.92 3
 635.91121  16.07   6.17 3
 635.91236  20.93   5.24 3
 635.91352  39.33   7.56 3
 635.91468  23.97   5.67 3
 635.91584  32.49   6.75 3
 635.91699  18.19   4.86 3
 635.91815  42.02   7.64 3
 635.91931  32.63   7.18 3
 635.92047  35.94   6.94 3
 635.92162  31.47   6.67 3
 635.92278  29.76   6.21 3
 635.92394  26.13   6.29 3
 635.92510  21.06   5.27 3
 635.92625  25.09   6.03 3
 635.92741  31.10   6.35 3
 635.92857  33.34   6.68 3
 635.92973  18.28   5.53 3
 635.93088  15.59   4.50 3
 635.93204  15.97   5.27 3
 635.93320  19.83   5.73 3
 635.93436  17.40   5.16 3
 635.93551  19.79   5.71 3
 635.93667  23.27   5.48 3
 635.93783  20.92   5.54 3
 635.93899  27.48   6.00 3
 635.94014  28.50   6.08 3
 635.94130  27.40   5.98 3
 635.94246  22.27   5.41 3
 635.94361  13.19   4.90 3
 635.94477  28.44   6.06 3
 635.94593  22.20   5.38 3
 635.94709  11.57   4.62 3
 635.94824  23.36   5.79 3
 635.94940  19.45   5.34 3
 635.95056  21.93   6.22 3
 635.95172  16.81   4.66 3
 635.95287  26.15   5.86 3
 635.95403  25.23   6.08 3
 635.95519  29.26   6.26 3
 635.95635   9.33   3.53 3
 635.95750  16.20   4.70 3
 635.95866  21.26   5.90 3
 635.95982  13.43   4.95 3
 635.96098  19.05   5.70 3
 635.96213  23.56   5.84 3
 635.96329  14.27   4.30 3
 635.96445  16.01   4.63 3
 635.96561  29.39   6.54 3
 635.96676  24.83   6.24 3
 635.96792  34.91   6.72 3
 635.96908  23.83   5.91 3
 635.97024  23.21   5.75 3
 635.97139  15.78   5.21 3
 635.97255  20.71   5.18 3
 635.97371  19.78   5.42 3
 635.97486  17.11   4.75 3
 635.97602  20.84   5.52 3
 635.97718  15.98   4.63 3
 635.97834  22.36   5.43 3
 635.97949  21.95   5.32 3
 635.98065  31.48   6.44 3
 635.98181  14.61   5.08 3
 635.98297  18.14   5.47 3
 635.98412  19.47   5.35 3
 635.98528  34.00   6.68 3
 635.98644  27.61   6.96 3
 635.98760  24.72   5.68 3
 635.98875  24.49   6.17 3
 635.98991  16.03   4.64 3
 635.99107  18.18   5.17 3
 635.99223  29.96   6.25 3
 635.99338  26.44   6.19 3
 635.99454  19.34   5.31 3
 635.99570  17.95   5.42 3
 635.99686  23.96   5.93 3
 635.99801  27.27   5.95 3
 635.99917  15.90   4.60 3
 636.00033  23.24   5.76 3
 636.00149  39.49   7.22 3
 636.00264  31.18   7.26 3
 636.00380  44.46   7.84 3
 636.00496  31.47   6.44 3
 636.00611  53.08   8.29 3
 636.00727  48.51   9.05 3
 636.00843  53.81   8.42 3
 636.00959  49.31   8.21 3
 636.01074  40.39   7.62 3
 636.01190  40.83   7.80 3
 636.01306  69.39   9.72 3
 636.01422  64.78  10.00 3
 636.01537  63.33   9.34 3
 636.01653  83.33  10.73 3
 636.01769 113.74  12.21 3
 636.01885  79.85  10.40 3
 636.02000 127.17  13.31 3
 636.02116 142.18  13.98 3
 636.02232 139.82  14.00 3
 636.02348 173.75  15.51 3
 636.02463 201.07  16.61 3
 636.02579 194.37  16.31 3
 636.02695 198.54  16.32 3
 636.02811 191.96  16.15 3
 636.02926 184.37  16.02 3
 636.03042 180.29  15.68 3
 636.03158 240.25  18.15 3
 636.03274 165.22  15.17 3
 636.03389 155.84  14.35 3
 636.03505 167.89  15.19 3
 636.03621 149.08  14.13 3
 636.03736 157.24  14.38 3
 636.03852 165.66  15.07 3
 636.03968 131.49  13.35 3
 636.04084 135.28  13.27 3
 636.04199 108.59  11.94 3
 636.04315  99.90  12.29 3
 636.04431  98.70  11.47 3
 636.04547 107.47  11.97 3
 636.04662  75.14   9.87 3
 636.04778  83.52  10.90 3
 636.04894  76.04  10.25 3
 636.05010  70.62   9.96 3
 636.05125  51.69   8.81 3
 636.05241  54.27   8.87 3
 636.05357  52.31   8.66 3
 636.05473  38.13   7.30 3
 636.05588  44.45   8.37 3
 636.05704  35.67   6.88 3
 636.05820  38.73   7.65 3
 636.05936  36.30   6.86 3
 636.06051  25.67   6.46 3
 636.06167  30.15   6.80 3
 636.06283  38.64   7.20 3
 636.06399  34.29   6.74 3
 636.06514  29.20   6.24 3
 636.06630  25.00   6.52 3
 636.06746  27.38   6.24 3
 636.06861  22.43   5.99 3
 636.06977  25.12   6.03 3
 636.07093  40.26   7.23 3
 636.07209  26.35   5.90 3
 636.07324  28.51   6.08 3
 636.07440  21.00   6.11 3
 636.07556  27.03   5.90 3
 636.07672  18.10   5.70 3
 636.07787  34.95   7.48 3
 636.07903  23.72   6.40 3
 636.08019  17.21   6.29 3
 636.08135  25.90   6.05 3
 636.08250  27.24   5.94 3
 636.08366  24.08   5.70 3
 636.08482  35.69   6.89 3
 636.08598  23.21   5.94 3
 636.08713  28.84   6.52 3
 636.08829  30.12   6.54 3
 636.08945  41.01   7.59 3
 636.09061  22.21   5.39 3
 636.09176  33.53   6.83 3
 636.09292  23.46   6.10 3
 636.09408  30.30   6.58 3
 636.09524  27.93   6.78 3
 636.09639  20.74   5.19 3
 636.09755  25.84   6.06 3
 636.09871  29.82   6.50 3
 636.09986  25.56   6.41 3
 636.10102  26.21   5.87 3
 636.10218  30.09   6.29 3
 636.10334  15.67   6.30 3
 636.10449  27.48   6.27 3
 636.10565  26.68   5.99 3
 636.10681  16.26   6.50 3
 636.10797  26.10   5.84 3
 636.10912  31.86   6.52 3
 636.11028  32.38   6.48 3
 636.11144  40.74   7.33 3
 636.11260  32.44   6.49 3
 636.11375  42.68   7.64 3
 636.11491  25.82   6.05 3
 636.11607  20.75   6.31 3
 636.11723  18.21   5.78 3
 636.11838  31.02   6.74 3
 636.11954  33.68   6.86 3
 636.12070  18.27   5.21 3
 636.12186  19.62   5.08 3
 636.12301  40.43   7.48 3
 636.12417  30.06   6.52 3
 636.12533  31.35   6.40 3
 636.12649  31.51   6.70 3
 636.12764  28.78   6.40 3
 636.12880  26.50   6.20 3
 636.12996  37.74   7.23 3
 636.13111  30.32   6.83 3
 636.13227  28.70   6.38 3
 636.13343  41.68   7.37 3
 636.13459  29.96   6.75 3
 636.13574  27.53   6.93 3
 636.13690  24.74   6.48 3
 636.13806  34.14   6.71 3
 636.13922  46.70   8.00 3
 636.14037  30.99   6.33 3
 636.14153  29.38   7.15 3
 636.14269  35.48   7.07 3
 636.14385  23.35   6.06 3
 636.14500  35.73   6.89 3
 636.14616  20.79   5.78 3
 636.14732  40.73   7.33 3
 636.14848  33.29   6.68 3
 636.14963  32.85   6.81 3
 636.15079  29.62   7.07 3
 636.15195  18.58   5.29 3
 636.15311  37.00   7.00 3
 636.15426  42.21   7.48 3
 636.15542  28.44   6.33 3
 636.15658  27.62   6.04 3
 636.15774  44.88   8.25 3
 636.15889  31.59   6.70 3
 636.16005  32.64   6.77 3
 636.16121  34.12   6.93 3
 636.16236  37.62   7.35 3
 636.16352  38.69   7.64 3
 636.16468  36.61   7.41 3
 636.16584  42.36   7.50 3
 636.16699  38.79   7.52 3
 636.16815  33.06   6.63 3
 636.16931  40.96   7.38 3
 636.17047  30.37   6.84 3
 636.17162  31.21   6.61 3
 636.17278  29.92   6.41 3
 636.17394  41.57   7.35 3
 636.17510  26.13   5.84 3
 636.17625  27.17   5.93 3
 636.17741  43.42   7.57 3
 636.17857  32.94   6.83 3
 636.17973  33.69   6.85 3
 636.18088  41.03   7.53 3
 636.18204  33.03   6.85 3
 636.18320  32.66   7.23 3
 636.18436  32.72   6.92 3
 636.18551  24.91   6.02 3
 636.18667  32.49   7.21 3
 636.18783  34.95   6.96 3
 636.18899  32.83   7.52 3
 636.19014  33.02   7.36 3
 636.19130  38.57   7.18 3
 636.19246  27.25   6.21 3
 636.19361  39.38   7.19 3
 636.19477  32.57   6.52 3
 636.19593  35.05   6.98 3
 636.19709  27.40   5.98 3
 636.19824  30.91   6.72 3
 636.19940  32.05   6.81 3
 636.20056  36.38   7.34 3
 636.20172  29.65   6.18 3
 636.20287  32.79   7.35 3
 636.20403  32.34   6.73 3
 636.20519  22.92   5.58 3
 636.20635  23.30   5.49 3
 636.20750  31.05   6.58 3
 636.20866  20.72   5.50 3
 636.20982  27.61   6.04 3
 636.21098  29.84   6.71 3
 636.21213  24.51   6.16 3
 636.21329  28.78   6.40 3
 636.21445  14.28   4.68 3
 636.21561  31.17   6.85 3
 636.21676  16.94   5.02 3
 636.21792  32.75   7.46 3
 636.21908  37.67   7.22 3
 636.22024  20.81   5.20 3
 636.22139  29.01   6.19 3
 636.22255  32.34   6.71 3
 636.22371  29.67   6.75 3
 636.22486  25.80   5.96 3
 636.22602  31.13   6.60 3
 636.22718  19.55   5.65 3
 636.22834  21.29   5.62 3
 636.22949  24.61   5.65 3
 636.23065  24.90   6.48 3
 636.23181  35.27   6.80 3
 636.23297  20.83   6.09 3
 636.23412  25.16   6.06 3
 636.23528  25.90   5.79 3
 636.23644  30.47   6.85 3
 636.23760  43.07   7.73 3
 636.23875  41.78   7.60 3
 636.23991  27.11   6.19 3
 636.24107  29.06   6.48 3
 636.24223  29.81   6.22 3
 636.24338  23.12   6.37 3
 636.24454  32.44   6.73 3
 636.24570  23.38   5.51 3
 636.24686  34.02   7.30 3
 636.24801  15.21   4.97 3
 636.24917  18.79   5.04 3
 636.25033  24.81   5.96 3
 636.25149  25.09   6.25 3
 636.25264  19.66   5.67 3
 636.25380  29.95   6.67 3
 636.25496  39.52   7.66 3
 636.25611  30.97   6.96 3
 636.25727  28.87   6.16 3
 636.25843  18.25   5.80 3
 636.25959  27.08   5.91 3
 636.26074  23.58   5.57 3
 636.26190  34.84   7.39 3
 636.26306  21.49   6.22 3
 636.26422  25.87   6.52 3
 636.26537  26.67   6.26 3
 636.26653  26.78   6.01 3
 636.26769  18.41   5.43 3
 636.26885  17.97   5.78 3
 636.27000  25.58   5.89 3
 636.27116  15.59   4.95 3
 636.27232  20.61   5.46 3
 636.27348  12.66   5.24 3
 636.27463  14.62   4.42 3
 636.27579  19.33   5.75 3
 636.27695  23.65   5.59 3
 636.27811  21.29   5.35 3
 636.27926  17.50   4.88 3
 636.28042  22.64   5.51 3
 636.28158  24.96   6.58 3
 636.28274  20.73   5.18 3
 636.28389   9.59   4.45 3
 636.28505  11.81   3.94 3
 636.28621  10.36   4.07 3
 636.28736  13.30   4.23 3
 636.28852  15.51   4.84 3
 636.28968   9.11   3.44 3
 636.29084  23.87   6.18 3
 636.29199  22.75   5.54 3
 636.29315   6.51   3.86 3
 636.29431  17.05   4.74 3
 636.29547  20.75   5.49 3
 636.29662  26.47   5.93 3
 636.29778  15.91   5.82 3
 636.29894  31.07   6.34 3
 636.30010  25.83   6.04 3
 636.30125  24.44   6.07 3
 636.30241  25.88   6.06 3
 636.30357  20.29   6.12 3
 636.30473  25.80   6.71 3
 636.30588  11.65   3.88 3
 636.30704  33.79   6.86 3
 636.30820  26.54   6.21 3
 636.30936  14.41   5.01 3
 636.31051  25.96   6.08 3
 636.31167  18.15   5.18 3
 636.31283  12.09   4.43 3
 636.31399  19.98   5.47 3
 636.31514  19.80   5.12 3
 636.31630  18.65   5.32 3
 636.31746  23.34   6.08 3
 636.31861  31.67   6.48 3
 636.31977  25.53   5.89 3
 636.32093  16.90   5.02 3
 636.32209  24.55   5.63 3
 636.32324  11.69   5.01 3
 636.32440  12.95   5.35 3
 636.32556  19.41   5.32 3
 636.32672  10.76   4.58 3
 636.32787  18.55   4.98 3
 636.32903  19.71   5.40 3
 636.33019  15.53   4.48 3
 636.33135  29.72   6.70 3
 636.33250  17.31   5.14 3
 636.33366  28.43   6.06 3
 636.33482  18.11   5.47 3
 636.33598  24.57   5.91 3
 636.33713  25.08   6.31 3
 636.33829  15.59   5.15 3
 636.33945  15.57   4.86 3
 636.34061  20.73   5.49 3
 636.34176  30.26   6.57 3
 636.34292  16.03   4.97 3
 636.34408  29.03   6.44 3
 636.34524  17.04   5.05 3
 636.34639  30.42   6.85 3
 636.34755  28.68   6.13 3
 636.34871  21.80   5.78 3
 636.34986  20.90   5.23 3
 636.35102  27.31   5.96 3
 636.35218  24.94   6.00 3
 636.35334  35.36   7.05 3
 636.35449  18.95   5.67 3
 636.35565  16.89   5.34 3
 636.35681  22.16   5.94 3
 636.35797  24.49   6.16 3
 636.35912  15.48   5.55 3
 636.36028  18.70   5.88 3
 636.36144  22.77   6.36 3
 636.36260  20.98   5.25 3
 636.36375  32.42   6.49 3
 636.36491  24.60   5.92 3
 636.36607  33.21   6.66 3
 636.36723  14.27   4.66 3
 636.36838  25.87   6.51 3
 636.36954  25.96   6.48 3
 636.37070  21.35   5.93 3
 636.37186  39.43   7.20 3
 636.37301  22.17   5.68 3
 636.37417  23.66   6.42 3
 636.37533  21.74   6.30 3
 636.37649  34.92   6.88 3
 636.37764  44.17   7.72 3
 636.37880  37.11   7.25 3
 636.37996  24.68   5.66 3
 636.38111  34.88   6.71 3
 636.38227  27.72   6.33 3
 636.38343  39.91   8.08 3
 636.38459  23.40   6.57 3
 636.38574  35.46   7.06 3
 636.38690  31.19   7.33 3
 636.38806  26.22   6.88 3
 636.38922  42.78   7.66 3
 636.39037  24.03   6.14 3
 636.39153  46.06   8.35 3
 636.39269  47.67   8.75 3
 636.39385  44.34   8.26 3
 636.39500  40.41   8.10 3
 636.39616  44.56   8.40 3
 636.39732  47.81   8.72 3
 636.39848  66.79   9.70 3
 636.39963  68.37  10.25 3
 636.40079  68.90  10.39 3
 636.40195  73.38   9.98 3
 636.40311  64.00   9.72 3
 636.40426 107.23  11.86 3
 636.40542 104.00  12.64 3
 636.40658 114.38  12.80 3
 636.40774 133.69  13.73 3
 636.40889 118.64  12.80 3
 636.41005 136.91  13.96 3
 636.41121 121.20  13.92 3
 636.41236 175.96  15.68 3
 636.41352 188.95  16.11 3
 636.41468 179.59  15.88 3
 636.41584 208.75  17.18 3
 636.41699 175.87  15.87 3
 636.41815 189.49  16.95 3
 636.41931 162.78  15.68 3
 636.42047 159.42  15.40 3
 636.42162 144.59  15.07 3
 636.42278 138.74  14.34 3
 636.42394 151.21  15.20 3
 636.42510 122.03  13.34 3
 636.42625 125.45  13.65 3
 636.42741 121.67  14.03 3
 636.42857 103.34  12.37 3
 636.42973 106.10  13.23 3
 636.43088  98.51  12.36 3
 636.43204  79.07  12.34 3
 636.43320  78.37  11.14 3
 636.43436  51.65  10.86 3
 636.43551  75.47  12.86 3
 636.43667  68.65  11.94 3
 636.43783  58.65  11.76 3
 636.43899  48.04  11.39 3
